FID,STATEFP10,COUNTYFP10,TRACTCE10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GEOID,Full_GEOID,Town
212,9,11,716101,7161.01,Census Tract 7161.01,G5020,S,28653113,598677,41.3536044,-72.2470576,9011716101,1400000US09011716101,East Lyme
213,9,11,990100,9901,Census Tract 9901,G5020,S,0,173369182,41.2756806,-72.1606681,9011990100,1400000US09011990100,East Lyme
214,9,11,713100,7131,Census Tract 7131,G5020,S,51708108,723334,41.5450583,-72.175228,9011713100,1400000US09011713100,Bozrah
215,9,11,714101,7141.01,Census Tract 7141.01,G5020,S,7877140,0,41.5760469,-72.3345856,9011714101,1400000US09011714101,Colchester
216,9,11,712100,7121,Census Tract 7121,G5020,S,50476265,205575,41.6212115,-72.1426091,9011712100,1400000US09011712100,Franklin
217,9,11,709100,7091,Census Tract 7091,G5020,S,77087950,4905634,41.5799604,-71.9089239,9011709100,1400000US09011709100,Griswold
218,9,11,709200,7092,Census Tract 7092,G5020,S,12801605,1205963,41.6183532,-71.966539,9011709200,1400000US09011709200,Griswold
219,9,11,702100,7021,Census Tract 7021,G5020,S,22150365,889211,41.3860077,-72.0007968,9011702100,1400000US09011702100,Groton
220,9,11,702700,7027,Census Tract 7027,G5020,S,8187340,946181,41.343104,-72.0504449,9011702700,1400000US09011702700,Groton
221,9,11,702800,7028,Census Tract 7028,G5020,S,12262821,581853,41.3515689,-72.0146568,9011702800,1400000US09011702800,Groton
222,9,11,702900,7029,Census Tract 7029,G5020,S,7694529,6271630,41.3173303,-72.014434,9011702900,1400000US09011702900,Groton
223,9,11,980000,9800,Census Tract 9800,G5020,S,2426851,770037,41.3970496,-72.0867978,9011980000,1400000US09011980000,Groton
224,9,11,702300,7023,Census Tract 7023,G5020,S,2445840,969425,41.3801973,-72.0837225,9011702300,1400000US09011702300,Groton
225,9,11,702400,7024,Census Tract 7024,G5020,S,2862992,472843,41.3556723,-72.0751437,9011702400,1400000US09011702400,Groton
226,9,11,702500,7025,Census Tract 7025,G5020,S,2680173,552473,41.3402884,-72.0730433,9011702500,1400000US09011702500,Groton
227,9,11,702600,7026,Census Tract 7026,G5020,S,2443714,2391959,41.3232384,-72.072332,9011702600,1400000US09011702600,Groton
228,9,11,703000,7030,Census Tract 7030,G5020,S,6218085,1503932,41.3517779,-71.9815581,9011703000,1400000US09011703000,Groton
229,9,11,870100,8701,Census Tract 8701,G5020,S,140113256,2986571,41.632955,-72.2400896,9011870100,1400000US09011870100,Lebanon
230,9,11,701100,7011,Census Tract 7011,G5020,S,69537726,1355196,41.4419386,-71.9905445,9011701100,1400000US09011701100,Ledyard
231,9,11,701200,7012,Census Tract 7012,G5020,S,28279340,3030926,41.4347066,-72.0585331,9011701200,1400000US09011701200,Ledyard
232,9,11,710100,7101,Census Tract 7101,G5020,S,42182968,1036105,41.6027656,-72.0122611,9011710100,1400000US09011710100,Lisbon
233,9,11,650100,6501,Census Tract 6501,G5020,S,82466369,6806917,41.3986146,-72.3315456,9011650100,1400000US09011650100,Lyme
234,9,11,695201,6952.01,Census Tract 6952.01,G5020,S,41694271,812704,41.4554365,-72.150733,9011695201,1400000US09011695201,Montville
235,9,11,695202,6952.02,Census Tract 6952.02,G5020,S,45167315,2213924,41.4682184,-72.1962877,9011695202,1400000US09011695202,Montville
236,9,11,690300,6903,Census Tract 6903,G5020,S,3685979,0,41.3588218,-72.116758,9011690300,1400000US09011690300,New London
237,9,11,690400,6904,Census Tract 6904,G5020,S,489964,0,41.3547537,-72.107713,9011690400,1400000US09011690400,New London
238,9,11,690500,6905,Census Tract 6905,G5020,S,968711,398073,41.3542825,-72.0975711,9011690500,1400000US09011690500,New London
239,9,11,690700,6907,Census Tract 6907,G5020,S,1009240,952856,41.345359,-72.0950873,9011690700,1400000US09011690700,New London
240,9,11,690800,6908,Census Tract 6908,G5020,S,1237565,0,41.3397091,-72.1068706,9011690800,1400000US09011690800,New London
241,9,11,690900,6909,Census Tract 6909,G5020,S,3229934,2677167,41.3235554,-72.0939952,9011690900,1400000US09011690900,New London
242,9,11,707100,7071,Census Tract 7071,G5020,S,140501862,1868236,41.4711838,-71.8723695,9011707100,1400000US09011707100,North Stonington
243,9,11,696100,6961,Census Tract 6961,G5020,S,8291312,522393,41.578243,-72.0566268,9011696100,1400000US09011696100,Norwich
244,9,11,696200,6962,Census Tract 6962,G5020,S,27258313,454439,41.5604182,-72.1074741,9011696200,1400000US09011696200,Norwich
245,9,11,696300,6963,Census Tract 6963,G5020,S,9111914,430817,41.5681224,-72.0835597,9011696300,1400000US09011696300,Norwich
246,9,11,696400,6964,Census Tract 6964,G5020,S,5312585,417389,41.5444267,-72.0630531,9011696400,1400000US09011696400,Norwich
247,9,11,696500,6965,Census Tract 6965,G5020,S,2821561,83333,41.5393178,-72.0814722,9011696500,1400000US09011696500,Norwich
248,9,11,696600,6966,Census Tract 6966,G5020,S,7873614,42484,41.5243784,-72.1048833,9011696600,1400000US09011696600,Norwich
249,9,11,696700,6967,Census Tract 6967,G5020,S,5188311,695981,41.5118202,-72.0889178,9011696700,1400000US09011696700,Norwich
250,9,11,696800,6968,Census Tract 6968,G5020,S,1115060,57249,41.5297827,-72.0750235,9011696800,1400000US09011696800,Norwich
251,9,11,697000,6970,Census Tract 6970,G5020,S,5707487,779721,41.518431,-72.0635318,9011697000,1400000US09011697000,Norwich
252,9,11,660101,6601.01,Census Tract 6601.01,G5020,S,29367893,6711654,41.3274795,-72.3163587,9011660101,1400000US09011660101,Old Lyme
253,9,11,660102,6601.02,Census Tract 6601.02,G5020,S,30241677,2215902,41.309176,-72.281654,9011660102,1400000US09011660102,Old Lyme
254,9,11,700100,7001,Census Tract 7001,G5020,S,79810974,2398364,41.5186523,-72.0065973,9011700100,1400000US09011700100,Preston
255,9,11,715100,7151,Census Tract 7151,G5020,S,74899701,2198054,41.4893505,-72.2583804,9011715100,1400000US09011715100,Salem
256,9,11,711100,7111,Census Tract 7111,G5020,S,34315286,1491927,41.6355702,-72.0775268,9011711100,1400000US09011711100,Sprague
257,9,11,705200,7052,Census Tract 7052,G5020,S,23016113,4536979,41.3637981,-71.9113287,9011705200,1400000US09011705200,Stonington
258,9,11,705300,7053,Census Tract 7053,G5020,S,11416757,4997238,41.3473877,-71.9562959,9011705300,1400000US09011705300,Stonington
259,9,11,705400,7054,Census Tract 7054,G5020,S,39000848,393124,41.4062745,-71.9128804,9011705400,1400000US09011705400,Stonington
260,9,11,708100,7081,Census Tract 7081,G5020,S,100908154,2152833,41.5791925,-71.8312276,9011708100,1400000US09011708100,Voluntown
261,9,11,693300,6933,Census Tract 6933,G5020,S,17839884,2915959,41.3527825,-72.1728865,9011693300,1400000US09011693300,Waterford
262,9,11,693400,6934,Census Tract 6934,G5020,S,8044336,144742,41.3494015,-72.130905,9011693400,1400000US09011693400,Waterford
263,9,11,693500,6935,Census Tract 6935,G5020,S,13078805,1667308,41.3172645,-72.1296742,9011693500,1400000US09011693500,Waterford
264,9,11,693600,6936,Census Tract 6936,G5020,S,11203329,1500269,41.4038645,-72.1102078,9011693600,1400000US09011693600,Waterford
265,9,11,693700,6937,Census Tract 6937,G5020,S,34701526,1196642,41.395913,-72.1619227,9011693700,1400000US09011693700,Waterford
266,9,11,870704,8707.04,Census Tract 8707.04,G5020,S,6740311,3637053,41.3168763,-72.199689,9011870704,1400000US09011870704,East Lyme
267,9,11,870703,8707.03,Census Tract 8707.03,G5020,S,5659628,2069969,41.3060605,-72.2339611,9011870703,1400000US09011870703,East Lyme
268,9,11,870701,8707.01,Census Tract 8707.01,G5020,S,6462343,592916,41.3461575,-72.1967251,9011870701,1400000US09011870701,East Lyme
269,9,11,870502,8705.02,Census Tract 8705.02,G5020,S,8290650,2304188,41.4452123,-72.0991647,9011870502,1400000US09011870502,Montville
270,9,11,870501,8705.01,Census Tract 8705.01,G5020,S,13508712,457098,41.4786886,-72.0958332,9011870501,1400000US09011870501,Montville
271,9,11,705102,7051.02,Census Tract 7051.02,G5020,S,11138773,0,41.3876311,-71.8549093,9011705102,1400000US09011705102,Stonington
272,9,11,714104,7141.04,Census Tract 7141.04,G5020,S,52091335,864449,41.5621472,-72.2942897,9011714104,1400000US09011714104,Colchester
273,9,11,714103,7141.03,Census Tract 7141.03,G5020,S,66897128,1000607,41.5606787,-72.3921432,9011714103,1400000US09011714103,Colchester
274,9,11,705101,7051.01,Census Tract 7051.01,G5020,S,15547299,4224727,41.348296,-71.8612739,9011705101,1400000US09011705101,Stonington
275,9,11,870300,8703,Census Tract 8703,G5020,S,3922085,1354922,41.3729728,-72.1019172,9011870300,1400000US09011870300,New London
276,9,11,870200,8702,Census Tract 8702,G5020,S,12166318,365996,41.3782655,-72.0559478,9011870200,1400000US09011870200,Groton
277,9,13,530100,5301,Census Tract 5301,G5020,S,2461430,142114,41.8658249,-72.4356891,9013530100,1400000US09013530100,Vernon
278,9,13,530200,5302,Census Tract 5302,G5020,S,3197788,0,41.8629245,-72.4544529,9013530200,1400000US09013530200,Vernon
279,9,13,530301,5303.01,Census Tract 5303.01,G5020,S,4480474,0,41.8599093,-72.4820812,9013530301,1400000US09013530301,Vernon
280,9,13,530302,5303.02,Census Tract 5303.02,G5020,S,8153100,0,41.8392395,-72.484499,9013530302,1400000US09013530302,Vernon
281,9,13,530400,5304,Census Tract 5304,G5020,S,4448858,19436,41.8509926,-72.4500818,9013530400,1400000US09013530400,Vernon
282,9,13,840100,8401,Census Tract 8401,G5020,S,86230314,582495,41.8972671,-72.2518477,9013840100,1400000US09013840100,Willington
283,9,13,526102,5261.02,Census Tract 5261.02,G5020,S,52382774,429890,41.6885779,-72.4091067,9013526102,1400000US09013526102,Hebron
284,9,13,526101,5261.01,Census Tract 5261.01,G5020,S,43283570,477282,41.633242,-72.3672073,9013526101,1400000US09013526101,Hebron
285,9,13,890202,8902.02,Census Tract 8902.02,G5020,S,93259182,698996,41.9843292,-72.3415483,9013890202,1400000US09013890202,Stafford
286,9,13,890201,8902.01,Census Tract 8902.01,G5020,S,122784624,3800690,41.9845301,-72.2024132,9013890201,1400000US09013890201,Stafford
287,9,15,830100,8301,Census Tract 8301,G5020,S,100392654,1832812,41.8971227,-72.1714268,9015830100,1400000US09015830100,Ashford
288,9,15,905100,9051,Census Tract 9051,G5020,S,75345736,391220,41.7872432,-71.9574015,9015905100,1400000US09015905100,Brooklyn
289,9,15,906100,9061,Census Tract 9061,G5020,S,103456502,683786,41.695706,-72.003414,9015906100,1400000US09015906100,Canterbury
290,9,15,815000,8150,Census Tract 8150,G5020,S,50316511,352485,41.7908895,-72.1295395,9015815000,1400000US09015815000,Chaplin
291,9,15,902200,9022,Census Tract 9022,G5020,S,74904639,891440,41.8955959,-72.0933051,9015902200,1400000US09015902200,Eastford
292,9,15,820000,8200,Census Tract 8200,G5020,S,64988484,1052938,41.7830301,-72.0645718,9015820000,1400000US09015820000,Hampton
293,9,15,904100,9041,Census Tract 9041,G5020,S,95063047,2492039,41.8343916,-71.8384117,9015904100,1400000US09015904100,Killingly
294,9,15,904400,9044,Census Tract 9044,G5020,S,18782585,865934,41.8429061,-71.9013391,9015904400,1400000US09015904400,Killingly
295,9,15,904500,9045,Census Tract 9045,G5020,S,11267040,674166,41.7851114,-71.8865351,9015904500,1400000US09015904500,Killingly
296,9,15,907100,9071,Census Tract 9071,G5020,S,34312681,945725,41.7191626,-71.9285355,9015907100,1400000US09015907100,Plainfield
297,9,15,907200,9072,Census Tract 9072,G5020,S,34907658,525522,41.7204541,-71.8694929,9015907200,1400000US09015907200,Plainfield
298,9,15,907300,9073,Census Tract 9073,G5020,S,40490183,142660,41.6562429,-71.9041968,9015907300,1400000US09015907300,Plainfield
299,9,15,902500,9025,Census Tract 9025,G5020,S,104451279,647538,41.8653744,-71.9791434,9015902500,1400000US09015902500,Pomfret
300,9,15,903100,9031,Census Tract 9031,G5020,S,8624093,125510,41.9208329,-71.9061176,9015903100,1400000US09015903100,Putnam
301,9,15,903200,9032,Census Tract 9032,G5020,S,43963958,156994,41.9102373,-71.8600343,9015903200,1400000US09015903200,Putnam
302,9,15,825000,8250,Census Tract 8250,G5020,S,48257494,132107,41.6921799,-72.0996602,9015825000,1400000US09015825000,Scotland
303,9,15,908100,9081,Census Tract 9081,G5020,S,70499676,171521,41.7012,-71.8159882,9015908100,1400000US09015908100,Sterling
304,9,15,900100,9001,Census Tract 9001,G5020,S,69583443,2606790,41.9821592,-71.8416411,9015900100,1400000US09015900100,Thompson
305,9,15,900200,9002,Census Tract 9002,G5020,S,51894343,1939383,41.9740693,-71.9097385,9015900200,1400000US09015900200,Thompson
306,9,15,800400,8004,Census Tract 8004,G5020,S,5832501,32908,41.7025819,-72.2032555,9015800400,1400000US09015800400,Windham
307,9,15,800500,8005,Census Tract 8005,G5020,S,56436966,2149960,41.7179343,-72.1558535,9015800500,1400000US09015800500,Windham
308,9,15,800300,8003,Census Tract 8003,G5020,S,4333134,41593,41.7194278,-72.2285863,9015800300,1400000US09015800300,Windham
309,9,15,901100,9011,Census Tract 9011,G5020,S,157070505,3070557,41.9662084,-72.0227864,9015901100,1400000US09015901100,Woodstock
310,9,15,800700,8007,Census Tract 8007,G5020,S,1796574,15147,41.7217593,-72.2072882,9015800700,1400000US09015800700,Windham
311,9,15,800600,8006,Census Tract 8006,G5020,S,1458744,151555,41.714236,-72.2026843,9015800600,1400000US09015800600,Windham
312,9,13,528100,5281,Census Tract 5281,G5020,S,40008729,639655,41.7329821,-72.3746584,9013528100,1400000US09013528100,Andover
313,9,13,529100,5291,Census Tract 5291,G5020,S,37314562,766251,41.7645883,-72.4375755,9013529100,1400000US09013529100,Bolton
314,9,13,530500,5305,Census Tract 5305,G5020,S,6408739,54591,41.8176934,-72.4841424,9013530500,1400000US09013530500,Vernon
315,9,13,530600,5306,Census Tract 5306,G5020,S,16690119,754521,41.8125463,-72.4418501,9013530600,1400000US09013530600,Vernon
316,9,13,860100,8601,Census Tract 8601,G5020,S,55355047,1587989,41.6945271,-72.305414,9013860100,1400000US09013860100,Columbia
317,9,13,850100,8501,Census Tract 8501,G5020,S,49761254,47320,41.8075737,-72.3678623,9013850100,1400000US09013850100,Coventry
318,9,13,850200,8502,Census Tract 8502,G5020,S,47542559,1701349,41.7571076,-72.3027365,9013850200,1400000US09013850200,Coventry
319,9,13,535100,5351,Census Tract 5351,G5020,S,45004208,25627,41.9094581,-72.4941477,9013535100,1400000US09013535100,Ellington
320,9,13,535200,5352,Census Tract 5352,G5020,S,43211028,1355242,41.9294887,-72.4062953,9013535200,1400000US09013535200,Ellington
321,9,13,881100,8811,Census Tract 8811,G5020,S,57787416,2264107,41.8000099,-72.2035084,9013881100,1400000US09013881100,Mansfield
322,9,13,881300,8813,Census Tract 8813,G5020,S,23703130,171345,41.8130925,-72.2839425,9013881300,1400000US09013881300,Mansfield
323,9,13,881500,8815,Census Tract 8815,G5020,S,31748993,176576,41.7545278,-72.240577,9013881500,1400000US09013881500,Mansfield
324,9,13,881200,8812,Census Tract 8812,G5020,S,2272391,28584,41.8089228,-72.251587,9013881200,1400000US09013881200,Mansfield
325,9,13,538100,5381,Census Tract 5381,G5020,S,1609519,0,42.0207918,-72.5001625,9013538100,1400000US09013538100,Somers
326,9,13,538201,5382.01,Census Tract 5382.01,G5020,S,38541561,216049,41.9897971,-72.474358,9013538201,1400000US09013538201,Somers
327,9,13,538202,5382.02,Census Tract 5382.02,G5020,S,33322957,87982,41.9980597,-72.4221935,9013538202,1400000US09013538202,Somers
328,9,13,890100,8901,Census Tract 8901,G5020,S,8850581,40014,41.9679418,-72.3061632,9013890100,1400000US09013890100,Stafford
329,9,13,533101,5331.01,Census Tract 5331.01,G5020,S,66379109,1478583,41.8972335,-72.3770385,9013533101,1400000US09013533101,Tolland
330,9,13,533102,5331.02,Census Tract 5331.02,G5020,S,36254369,151627,41.8557278,-72.3595018,9013533102,1400000US09013533102,Tolland
331,9,3,520302,5203.02,Census Tract 5203.02,G5020,S,8154474,701535,41.714445,-72.6137477,9003520302,1400000US09003520302,Glastonbury
332,9,3,980000,9800,Census Tract 9800,G5020,S,6516814,0,41.9373313,-72.6864939,9003980000,1400000US09003980000,Glastonbury
333,9,3,524502,5245.02,Census Tract 5245.02,G5020,S,1705657,0,41.7775626,-72.7089101,9003524502,1400000US09003524502,Hartford
334,9,3,524501,5245.01,Census Tract 5245.01,G5020,S,422363,0,41.7615799,-72.7130047,9003524501,1400000US09003524501,Hartford
335,9,3,514400,5144,Census Tract 5144,G5020,S,2457699,23757,41.7835963,-72.5275886,9003514400,1400000US09003514400,Manchester
336,9,3,514500,5145,Census Tract 5145,G5020,S,2673229,48144,41.7770249,-72.5409548,9003514500,1400000US09003514500,Manchester
337,9,3,514600,5146,Census Tract 5146,G5020,S,2144937,0,41.7692952,-72.544453,9003514600,1400000US09003514600,Manchester
338,9,3,514700,5147,Census Tract 5147,G5020,S,1382996,0,41.7698515,-72.5227788,9003514700,1400000US09003514700,Manchester
339,9,3,514800,5148,Census Tract 5148,G5020,S,1377523,0,41.7708568,-72.5106026,9003514800,1400000US09003514800,Manchester
340,9,3,520301,5203.01,Census Tract 5203.01,G5020,S,7431284,0,41.7176357,-72.5826239,9003520301,1400000US09003520301,Glastonbury
341,9,3,524300,5243,Census Tract 5243,G5020,S,13136387,248479,42.0246055,-72.5304026,9003524300,1400000US09003524300,Enfield
342,9,3,524200,5242,Census Tract 5242,G5020,S,11573258,44907,41.654933,-72.660923,9003524200,1400000US09003524200,Rocky Hill
343,9,3,524700,5247,Census Tract 5247,G5020,S,1786836,0,41.7337145,-72.7096938,9003524700,1400000US09003524700,Hartford
344,9,3,524400,5244,Census Tract 5244,G5020,S,2748775,0,41.7982783,-72.6703999,9003524400,1400000US09003524400,Hartford
345,9,3,524600,5246,Census Tract 5246,G5020,S,1284875,0,41.7708504,-72.6894523,9003524600,1400000US09003524600,Hartford
346,9,3,462101,4621.01,Census Tract 4621.01,G5020,S,10644655,122210,41.7864999,-72.876923,9003462101,1400000US09003462101,Avon
347,9,3,462102,4621.02,Census Tract 4621.02,G5020,S,11382457,307053,41.8023723,-72.9016985,9003462102,1400000US09003462102,Avon
348,9,3,462201,4622.01,Census Tract 4622.01,G5020,S,22048386,350667,41.791185,-72.842542,9003462201,1400000US09003462201,Avon
349,9,3,514900,5149,Census Tract 5149,G5020,S,3546013,22405,41.7907521,-72.4835364,9003514900,1400000US09003514900,Manchester
350,9,3,524100,5241,Census Tract 5241,G5020,S,60479195,444481,41.636439,-72.4540018,9003524100,1400000US09003524100,Marlborough
351,9,3,415300,4153,Census Tract 4153,G5020,S,541181,0,41.6673973,-72.7681828,9003415300,1400000US09003415300,New Britain
352,9,3,415400,4154,Census Tract 4154,G5020,S,2807808,0,41.6592935,-72.759368,9003415400,1400000US09003415400,New Britain
353,9,3,415500,4155,Census Tract 4155,G5020,S,1122403,0,41.6573371,-72.7705418,9003415500,1400000US09003415500,New Britain
354,9,3,415600,4156,Census Tract 4156,G5020,S,1142215,0,41.6530504,-72.7801742,9003415600,1400000US09003415600,New Britain
355,9,3,415700,4157,Census Tract 4157,G5020,S,1279001,35674,41.6554905,-72.7905012,9003415700,1400000US09003415700,New Britain
356,9,3,462202,4622.02,Census Tract 4622.02,G5020,S,15858038,355261,41.7882171,-72.8135718,9003462202,1400000US09003462202,Avon
357,9,3,400100,4001,Census Tract 4001,G5020,S,19515944,387834,41.6305109,-72.7413084,9003400100,1400000US09003400100,Berlin
358,9,3,400200,4002,Census Tract 4002,G5020,S,32960769,935992,41.6010766,-72.7902277,9003400200,1400000US09003400200,Berlin
359,9,3,400300,4003,Census Tract 4003,G5020,S,15703103,387853,41.6311262,-72.8061829,9003400300,1400000US09003400300,Berlin
360,9,3,471100,4711,Census Tract 4711,G5020,S,2731376,0,41.820208,-72.6912154,9003471100,1400000US09003471100,Bloomfield
361,9,3,471200,4712,Census Tract 4712,G5020,S,5813820,0,41.8202168,-72.7081944,9003471200,1400000US09003471200,Bloomfield
362,9,3,471300,4713,Census Tract 4713,G5020,S,8831918,15251,41.8224084,-72.7338718,9003471300,1400000US09003471300,Bloomfield
363,9,3,471400,4714,Census Tract 4714,G5020,S,33374166,370864,41.8451832,-72.7667429,9003471400,1400000US09003471400,Bloomfield
364,9,3,471500,4715,Census Tract 4715,G5020,S,16750722,42414,41.8448028,-72.7154414,9003471500,1400000US09003471500,Bloomfield
365,9,3,415800,4158,Census Tract 4158,G5020,S,1370286,0,41.6639299,-72.7938172,9003415800,1400000US09003415800,New Britain
366,9,3,415900,4159,Census Tract 4159,G5020,S,651127,0,41.6707289,-72.7899877,9003415900,1400000US09003415900,New Britain
367,9,3,416000,4160,Census Tract 4160,G5020,S,812078,0,41.6778791,-72.7902491,9003416000,1400000US09003416000,New Britain
368,9,3,416100,4161,Census Tract 4161,G5020,S,896460,0,41.677705,-72.7806543,9003416100,1400000US09003416100,New Britain
369,9,3,416200,4162,Census Tract 4162,G5020,S,556323,0,41.6788714,-72.7724923,9003416200,1400000US09003416200,New Britain
370,9,3,416300,4163,Census Tract 4163,G5020,S,1834119,0,41.6775231,-72.7630277,9003416300,1400000US09003416300,New Britain
371,9,3,416400,4164,Census Tract 4164,G5020,S,4476840,22884,41.6560776,-72.8111845,9003416400,1400000US09003416400,New Britain
372,9,3,405100,4051,Census Tract 4051,G5020,S,2588534,6025,41.6792818,-72.9317392,9003405100,1400000US09003405100,Bristol
373,9,3,405200,4052,Census Tract 4052,G5020,S,3629843,0,41.679695,-72.9124225,9003405200,1400000US09003405200,Bristol
374,9,3,405300,4053,Census Tract 4053,G5020,S,3491883,0,41.6881398,-72.9004389,9003405300,1400000US09003405300,Bristol
375,9,3,405500,4055,Census Tract 4055,G5020,S,8387094,85651,41.6522604,-72.9480284,9003405500,1400000US09003405500,Bristol
376,9,3,405600,4056,Census Tract 4056,G5020,S,7612716,374615,41.6642123,-72.9758697,9003405600,1400000US09003405600,Bristol
377,9,3,416500,4165,Census Tract 4165,G5020,S,3104896,0,41.6765593,-72.81301,9003416500,1400000US09003416500,New Britain
378,9,3,416600,4166,Census Tract 4166,G5020,S,1598493,0,41.6749442,-72.8000539,9003416600,1400000US09003416600,New Britain
379,9,3,416700,4167,Census Tract 4167,G5020,S,2625584,0,41.6915333,-72.7992507,9003416700,1400000US09003416700,New Britain
380,9,3,416800,4168,Census Tract 4168,G5020,S,1186159,0,41.6863359,-72.7771835,9003416800,1400000US09003416800,New Britain
381,9,3,417100,4171,Census Tract 4171,G5020,S,1186032,0,41.6661114,-72.7777785,9003417100,1400000US09003417100,New Britain
382,9,3,417200,4172,Census Tract 4172,G5020,S,601956,0,41.6878182,-72.7632822,9003417200,1400000US09003417200,New Britain
383,9,3,405700,4057,Census Tract 4057,G5020,S,3578880,77261,41.6762088,-72.9752299,9003405700,1400000US09003405700,Bristol
384,9,3,405800,4058,Census Tract 4058,G5020,S,15517390,441350,41.7018971,-72.9716784,9003405800,1400000US09003405800,Bristol
385,9,3,405900,4059,Census Tract 4059,G5020,S,5300514,12336,41.7035637,-72.937486,9003405900,1400000US09003405900,Bristol
386,9,3,406001,4060.01,Census Tract 4060.01,G5020,S,4260130,0,41.7053276,-72.9201598,9003406001,1400000US09003406001,Bristol
387,9,3,406002,4060.02,Census Tract 4060.02,G5020,S,3871217,0,41.710122,-72.9041994,9003406002,1400000US09003406002,Bristol
388,9,3,417300,4173,Census Tract 4173,G5020,S,584940,0,41.6928853,-72.764457,9003417300,1400000US09003417300,New Britain
389,9,3,417400,4174,Census Tract 4174,G5020,S,2735753,46990,41.7052488,-72.7650352,9003417400,1400000US09003417400,New Britain
390,9,3,417500,4175,Census Tract 4175,G5020,S,3574291,84739,41.6995496,-72.783451,9003417500,1400000US09003417500,New Britain
391,9,3,492600,4926,Census Tract 4926,G5020,S,8613737,166516,41.679844,-72.6794041,9003492600,1400000US09003492600,Wethersfield
392,9,3,494100,4941,Census Tract 4941,G5020,S,5045636,0,41.676612,-72.7164623,9003494100,1400000US09003494100,Newington
393,9,3,494201,4942.01,Census Tract 4942.01,G5020,S,6059658,0,41.6611975,-72.7392738,9003494201,1400000US09003494201,Newington
394,9,3,406100,4061,Census Tract 4061,G5020,S,1797485,4983,41.6728514,-72.9406377,9003406100,1400000US09003406100,Bristol
395,9,3,420500,4205,Census Tract 4205,G5020,S,4726758,0,41.6637856,-72.875654,9003420500,1400000US09003420500,Plainville
396,9,3,464101,4641.01,Census Tract 4641.01,G5020,S,52770215,50834,41.8686625,-72.9073276,9003464101,1400000US09003464101,Canton
397,9,3,464102,4641.02,Census Tract 4641.02,G5020,S,10906370,1086838,41.8194851,-72.9164154,9003464102,1400000US09003464102,Canton
398,9,3,470100,4701,Census Tract 4701,G5020,S,43126727,260390,41.929719,-72.7453784,9003470100,1400000US09003470100,East Granby
399,9,3,473502,4735.02,Census Tract 4735.02,G5020,S,14031327,698796,41.9146708,-72.714434,9003473502,1400000US09003473502,East Granby
400,9,3,476300,4763,Census Tract 4763,G5020,S,9364654,0,41.9179497,-72.6592456,9003476300,1400000US09003476300,Windsor Locks
401,9,3,510100,5101,Census Tract 5101,G5020,S,3245772,507182,41.7839867,-72.6406433,9003510100,1400000US09003510100,East Hartford
402,9,3,510200,5102,Census Tract 5102,G5020,S,2904194,309924,41.7666027,-72.65401,9003510200,1400000US09003510200,East Hartford
403,9,3,494202,4942.02,Census Tract 4942.02,G5020,S,2486784,0,41.6597541,-72.7133446,9003494202,1400000US09003494202,Newington
404,9,3,494300,4943,Census Tract 4943,G5020,S,5139480,0,41.6844418,-72.743735,9003494300,1400000US09003494300,Newington
405,9,3,494400,4944,Census Tract 4944,G5020,S,4333113,0,41.6953077,-72.7208067,9003494400,1400000US09003494400,Newington
406,9,3,494500,4945,Census Tract 4945,G5020,S,5166535,0,41.7127331,-72.7199688,9003494500,1400000US09003494500,Newington
407,9,3,494600,4946,Census Tract 4946,G5020,S,5803710,0,41.7077581,-72.7477724,9003494600,1400000US09003494600,Newington
408,9,3,510300,5103,Census Tract 5103,G5020,S,2388036,0,41.7858322,-72.6246204,9003510300,1400000US09003510300,East Hartford
409,9,3,510400,5104,Census Tract 5104,G5020,S,2703101,87828,41.7716452,-72.6299785,9003510400,1400000US09003510400,East Hartford
410,9,3,510500,5105,Census Tract 5105,G5020,S,3628668,18483,41.7606953,-72.6076462,9003510500,1400000US09003510500,East Hartford
411,9,3,510600,5106,Census Tract 5106,G5020,S,6839911,284332,41.7577375,-72.6267468,9003510600,1400000US09003510600,East Hartford
412,9,3,510700,5107,Census Tract 5107,G5020,S,3368801,0,41.7381412,-72.6160346,9003510700,1400000US09003510700,East Hartford
413,9,3,510800,5108,Census Tract 5108,G5020,S,2834118,579025,41.7341816,-72.6355485,9003510800,1400000US09003510800,East Hartford
414,9,3,420400,4204,Census Tract 4204,G5020,S,5779949,33899,41.6868026,-72.8774739,9003420400,1400000US09003420400,Plainville
415,9,3,420600,4206,Census Tract 4206,G5020,S,5838162,72942,41.6770755,-72.8543721,9003420600,1400000US09003420600,Plainville
416,9,3,420700,4207,Census Tract 4207,G5020,S,8805268,74667,41.668692,-72.8334935,9003420700,1400000US09003420700,Plainville
417,9,3,430201,4302.01,Census Tract 4302.01,G5020,S,6522948,0,41.6374385,-72.862482,9003430201,1400000US09003430201,Southington
418,9,3,430601,4306.01,Census Tract 4306.01,G5020,S,21805948,258399,41.6274977,-72.9078278,9003430601,1400000US09003430601,Southington
419,9,3,490100,4901,Census Tract 4901,G5020,S,11165096,952431,41.6749066,-72.6400723,9003490100,1400000US09003490100,Rocky Hill
420,9,3,510900,5109,Census Tract 5109,G5020,S,3198950,0,41.7369492,-72.588498,9003510900,1400000US09003510900,East Hartford
